state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total
,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,74,49,65,99,45,140,153,67,135,122,72,84,1105
,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,,,,,,,,,,,,,
,4.1.1.a,Number of male live births,TOTAL,258,256,223,161,240,267,232,221,252,192,152,215,2669
,4.1.1.b,Number of female live births,TOTAL,249,232,216,147,208,203,209,227,231,175,183,184,2464
,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,507,488,439,308,448,470,441,448,483,367,335,399,5133
,4.1.2,Number of still births,TOTAL,7,8,4,,5,14,10,6,10,10,6,12,92
,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,1,11,10,12,13,8,30,22,22,23,15,18,185
,4.2.1,Number of Newborns weighed at birth,TOTAL,162,460,121,94,146,148,440,448,480,364,354,394,3611
,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,358,112,327,218,321,328,108,76,22,111,60,11,2052
,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,259,406,186,150,199,228,433,448,483,344,323,331,3790
,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,19,23,25,17,18,13,18,11,11,11,8,16,190
,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,4,3,3,3,8,5,2,15,1,4,5,6,59
,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,3,2,2,2,1,15,31,16,24,28,12,20,156
,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,26,28,30,22,27,33,51,42,36,43,25,42,405
,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,,,,,7,7,7,,,,,,21
,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,41,33,28,33,37,27,33,31,47,32,20,26,388
,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,14,7,2,12,13,4,3,4,6,4,4,6,79
,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,26,27,16,22,32,20,29,26,32,15,17,13,275
,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,30,28,37,21,22,26,40,31,1,66,188,,490
,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,477,420,413,289,411,422,423,428,253,356,351,133,4376
,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,305,142,215,187,226,226,219,235,280,205,177,178,2595
,6.3,PNC maternal complications attended,TOTAL,,1,1,3,,1,,1,3,,4,,14
,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,22,10,17,9,13,17,12,10,6,9,12,9,146
,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,,,3,1,,3,,,,,,,7
,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,22,10,20,10,13,20,12,10,6,9,12,9,153
,7.2,Number of MTPs conducted at Private Facilities,TOTAL,,,,,,,,,,,,,
,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,17,11,31,30,27,7,9,8,9,5,9,,163
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,72,65,146,110,59,75,20,35,34,31,35,2,684
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,89,76,177,140,86,82,29,43,43,36,44,2,847
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,8,,,,,,,,,,,,8
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,,,,,,,1,,,,,,1
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,,,,,,,,,,,,,
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,,,,,,,,,,,,,
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,,,,,,,1,,,,,,1
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,2,,,,,,,,,204,8,54,268
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,,,,,,,,,117,,,,117
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,56,50,63,60,28,27,31,32,17,18,27,21,430
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,58,50,63,60,28,27,31,32,134,222,35,75,815
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,5,9,7,4,,2,3,,2,,,1,33
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,3,,,,,,,,,,,,3
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,20,10,8,3,14,21,18,16,9,2,6,9,136
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,28,19,15,7,14,23,21,16,11,2,6,10,172
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,,,,,1,,,,,,,,1
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,,,,,,,,,,,,,
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,,13,,,,,,,,11,,15,39
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,,13,,,1,,,,,11,,15,40
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,8,26,5,5,13,7,3,42,14,37,21,4,185
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,10,7,13,30,32,27,20,15,32,76,36,31,329
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,8,8,9,11,6,7,6,15,17,7,13,7,114
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,14,9,14,13,14,11,17,16,35,11,49,15,218
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,40,50,41,59,65,52,46,88,98,131,119,57,846
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,,,,,,,,,,,,,
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.06,Number of IUCD removals,TOTAL,136,42,20,27,129,210,13,24,73,121,38,28,861
,9.07,Number of Oral Pills cycles distributed,TOTAL,1489,1674,1627,1391,3009,1897,1614,2050,1686,2095,1913,1111,21556
,9.08,Number of Condom pieces distributed,TOTAL,3960,2761,2040,3278,5367,5811,7214,8327,6610,4962,2997,3137,56464
,9.09,Number of Centchroman (weekly) pills given,TOTAL,,,,,,,,,,,,,
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,12,6,10,40,12,,11,11,8,10,3,15,138
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,,,,,,,,,,,,,
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,,,,,,,,,,,2,,2
,9.11.2.a,Number of failures following male sterilization,TOTAL,,,,,,,,,,,,,
,9.11.2.b,Number of failures following female sterilization,TOTAL,,,,,,,,,,1,,,1
,9.11.3.a,Number of deaths following male sterilization,TOTAL,,,,,,,,,,,,,
,9.11.3.b,Number of deaths following female sterilization,TOTAL,,,,,,,,,,,,,
,9.12,Number of Institutions having NSV trained doctors,TOTAL,1,,1,1,,,1,1,,,1,,-1
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,452,494,474,372,430,458,419,488,479,405,332,361,5164
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,386,411,521,424,432,376,364,409,455,372,413,377,4940
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,423,370,461,472,457,481,307,376,399,401,477,341,4965
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,412,365,415,400,481,504,387,353,364,316,396,339,4732
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,453,491,486,366,404,431,407,473,465,397,336,361,5070
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,386,414,522,424,432,376,364,409,451,439,466,377,5060
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,423,370,459,472,457,481,306,376,401,328,431,341,4845
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,411,365,415,400,481,504,386,343,364,324,423,349,4765
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,333,423,528,424,419,286,201,487,493,316,371,386,4667
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,360,360,473,480,443,374,165,370,551,382,420,344,4722
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,332,365,426,409,481,390,195,362,379,366,458,354,4517
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,330,429,366,425,454,465,399,479,325,384,544,439,5039
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,,,,,,,,,,,,,
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,,,,,,,,,,,,,
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,222,233,208,224,261,257,234,257,173,204,255,244,2772
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,210,259,221,201,216,237,185,295,176,209,250,244,2703
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,432,492,429,425,477,494,419,552,349,413,505,488,5475
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,365,381,372,388,403,405,368,329,337,344,429,433,4554
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,372,380,372,387,403,405,368,331,337,344,429,433,4561
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,222,216,245,212,207,221,225,208,258,183,276,279,2752
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,114,74,110,82,97,78,28,63,60,44,45,53,848
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,123,93,113,77,64,72,27,74,50,46,42,48,829
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,237,167,223,159,161,150,55,137,110,90,87,101,1677
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,25,55,14,56,99,79,55,534,355,86,185,111,1654
,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,16,20,14,69,234,245,113,1401,756,290,565,200,3923
,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,13,18,14,10,174,154,59,1409,484,157,572,3,3067
,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,24,2,,,4,,,,1,3,34
,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,,10,,,,,,,,,,10
,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,,24,11,12,12,9,,1,1,19,21,6,116
,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,512,553,483,484,559,2577,423,349,280,245,237,246,6948
,10.4.2,Number of Immunisation sessions held during the month,TOTAL,437,2462,381,401,441,2405,329,269,224,217,222,232,8020
,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,167,153,157,154,197,143,134,150,123,152,154,156,1840
,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,,,,,,,,,,,,,
,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,325,422,324,128,129,33,14,13,9,9,,,1406
,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,3702,218,163,30,50,,2,,,,,,4165
,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,5022,106,24,6,,,,,,,,,5158
,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,,,,,,,,2,,,,,2
,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,,,,,,,,,,,,,
,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,,2,,4,10,,2,,,1,2,,21
,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,232,249,313,296,328,438,195,209,345,192,181,103,3081
,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,95,52,59,202,81,357,33,15,55,6,9,15,979
,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,70,176,234,219,237,604,78,264,307,219,201,132,2741
,13.1,Number of Patients operated for cataract,TOTAL,,31,1,2,3,2,56,56,50,66,56,51,374
,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,,31,1,2,3,2,56,55,,66,56,51,323
,13.3,Number of School children detected with Refractive errors,TOTAL,33,27,7,130,62,314,102,143,218,234,195,111,1576
,13.4,Number of children provided free glasses,TOTAL,30,26,7,43,30,54,49,79,127,197,133,27,802
,13.5,Number of eyes collected through eye donation,TOTAL,,,,,,,,,,,,,
,13.6,Number of eyes utilised for corneal transplant,TOTAL,,,,,,,,,,,,,
,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,10,8,10,5,6,10,10,5,3,3,3,3,-1
,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,14,12,11,14,13,10,14,16,12,16,14,14,-1
,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,54,135,48,50,78,76,62,93,85,104,121,113,-1
,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,25,15,26,25,26,26,26,26,15,16,16,16,-1
,14.05,Number of RKS meetings held during the month,TOTAL,8,6,7,5,3,4,7,12,6,3,6,4,71
,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,23,24,23,22,22,23,25,31,27,28,30,41,-1
,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,442,407,627,693,688,574,675,380,561,578,350,518,6493
,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,4,5,4,3,5,4,5,3,3,3,3,3,-1
,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,,23,,,,,2,,,8,,,-1
,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,332,450,446,405,507,393,630,355,326,569,521,506,5440
,,,2. Adults,1030,982,1324,1264,1129,982,1851,758,862,1346,1332,1297,14157
,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,279,349,401,446,418,339,462,286,315,531,442,443,4711
,,,2. Adults,901,972,1163,994,1066,958,1565,809,1221,1497,1297,1559,14002
,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,611,799,847,851,925,732,1092,641,641,1100,963,949,10151
,,,2. Adults,1931,1954,2487,2258,2195,1940,3416,1567,2083,2843,2629,2856,28159
,14.10.2.a,Number of death cases of Inpatient males,TOTAL,25,55,57,81,73,55,64,95,70,72,50,22,719
,14.10.2.b,Number of death cases of Inpatient females,TOTAL,10,27,29,41,30,43,37,48,38,42,33,19,397
,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,35,82,86,122,103,98,101,143,108,114,83,41,1116
,14.11,In-Patient Head Count at midnight,TOTAL,13108,3181,2309,2720,4774,1480,3464,2129,4333,1958,1608,1464,42528
,14.12.1,OPD attendance (All),TOTAL,66047,75567,94758,144884,100530,86597,117025,75991,79983,62801,50267,80017,1034467
,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,20,29,17,10,4,8,196,6,159,179,158,200,986
,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,,,,,,,,,,,,,
,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,140,162,142,192,141,182,509,162,576,669,505,647,4027
,14.14.a,Number of patients given AYUSH treatment,TOTAL,2570,2008,1753,853,1252,961,1061,1251,805,1139,1199,628,15480
,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,258,139,108,285,272,165,164,182,223,258,196,130,2380
,14.14.c,Number of Adolescents counselled,TOTAL,437,241,453,283,291,114,227,218,129,266,476,286,3421
,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,5854,6245,4869,6994,9390,7460,9103,8688,9098,6035,7868,7084,88688
,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,499,589,393,592,808,516,597,740,703,501,693,563,7194
,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,208,289,182,277,255,242,703,544,1614,224,505,351,5394
,,,2. Number Positive,,1,,,,71,1,2,,,,,75
,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,46,16,28,97,57,81,219,118,298,42,107,123,1232
,,,2. Number Positive,,1,,,,55,,1,,,,,57
,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,123,188,131,185,140,97,477,473,944,172,456,243,3629
,,,2. Number Positive,,,,,,11,,,,,,,11
,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,377,493,341,559,452,420,1399,1135,2856,438,1068,717,10255
,,,2. Number Positive,,2,,,,137,1,3,,,,,143
,15.2,Number of Widal tests conducted,Number tested,1204,1555,1188,1501,1346,1160,1207,1372,1323,1017,890,834,14597
,15.3.a,Number of VDRL tests conducted on males,Number tested,301,270,364,390,373,399,363,607,411,490,305,605,4878
,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,24,13,23,46,64,52,91,173,220,55,70,115,946
,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,275,232,323,340,416,299,267,545,199,421,256,508,4081
,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,600,515,710,776,853,750,721,1325,830,966,631,1228,9905
,15.4.1,Number of blood smears examined for Malaria,TOTAL,4066,4878,6953,10089,8033,5275,4130,4219,3377,3827,3873,2668,61388
,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,151,108,150,219,393,112,78,98,40,81,61,54,1545
,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,101,44,117,115,80,53,28,23,17,26,18,7,629
,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,10977,10008,11993,11276,9571,9875,9294,8211,6135,5418,4189,2962,99909
,,,2. Stocks Received,2380,3630,700,1320,4900,1790,1770,1160,2040,1100,1250,1400,23440
,,,3. Unusable Stock,4620,295,221,678,147,166,209,591,196,390,145,173,7831
,,,4. Stock Distributed,2779,1700,1345,2117,1470,2297,2586,1716,2913,1939,2332,1741,24935
,,,5. Total Stock,5958,11643,11127,9801,12854,9202,8269,7064,5066,4189,2962,2448,90583
,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,23113,19041,18629,18123,15994,17084,14599,12164,10398,9052,7498,5393,171088
,,,2. Stocks Received,3480,3400,2100,720,5030,2420,1500,2160,1260,14780,11600,2100,50550
,,,3. Unusable Stock,9683,1716,566,1198,927,958,459,696,533,2365,2556,448,22105
,,,4. Stock Distributed,2549,3346,1928,1961,2910,3205,3139,1797,4078,13969,11149,2327,52358
,,,5. Total Stock,14361,17379,18235,15684,17187,15341,12501,11831,7047,7498,5393,4718,147175
,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,9278,9206,11040,10755,9805,8333,6767,5251,3203,1320,1972,2209,79139
,,,2. Stocks Received,1250,3800,50,1470,803,910,1020,1870,200,1650,1900,354,15277
,,,3. Unusable Stock,3562,206,187,450,886,132,117,266,111,170,70,118,6275
,,,4. Stock Distributed,960,1770,754,740,1322,1814,1930,1721,2032,828,1596,822,16289
,,,5. Total Stock,6006,11030,10149,11035,8400,7297,5740,5134,1260,1972,2206,1623,71852
