state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total
,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,,,,,,,,,,,,,
,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,,,,,,,,,,,,,
,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,0,0,0,0,0,0,0,0,5,0,0,5,10
,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,0,0,0,0,0,0,0,0,8,0,0,0,8
,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,94,83,98,102,95,100,101,105,98,93,79,111,1159
,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,94,83,98,102,95,100,101,105,111,93,79,116,1177
,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,,,,,,,,,,,,,
,4.1.1.a,Number of male live births,TOTAL,227,227,264,233,142,193,206,204,186,187,212,202,2483
,4.1.1.b,Number of female live births,TOTAL,188,211,210,206,128,168,221,187,179,176,122,213,2209
,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,415,438,474,439,270,361,427,391,365,363,334,415,4692
,4.1.2,Number of still births,TOTAL,10,9,19,32,11,9,6,14,7,5,12,5,139
,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,21,13,12,168,27,30,26,25,31,11,25,13,402
,4.2.1,Number of Newborns weighed at birth,TOTAL,412,427,450,163,252,359,404,382,355,350,334,398,4286
,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,60,83,91,28,51,71,62,82,49,58,37,64,736
,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,388,350,467,176,265,262,316,287,250,263,239,304,3567
,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,11,20,14,3,8,13,11,11,10,17,13,1,132
,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,10,9,11,9,7,11,4,5,3,9,6,7,91
,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,2,23,28,104,95,102,101,106,97,93,90,114,955
,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,23,52,53,116,110,126,116,122,110,119,109,122,1178
,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,,,,,,,,,,,,,
,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,240,96,104,124,102,107,108,113,114,109,84,124,1425
,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,7,13,206,15,18,2,265,100,102,29,32,19,808
,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,218,251,22,261,226,230,3,14,117,151,129,165,1787
,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,14,17,2,9,34,13,34,102,7,13,8,17,270
,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,377,432,473,306,306,341,354,293,296,299,317,340,4134
,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,235,273,298,349,241,368,347,374,328,269,288,274,3644
,6.3,PNC maternal complications attended,TOTAL,17,16,2,1,0,0,2,0,1,0,0,0,39
,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,12,20,11,14,9,11,5,11,20,17,20,23,173
,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,0,0,0,0,0,0,2,1,0,0,0,0,3
,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,12,20,11,14,9,11,7,12,20,17,20,23,176
,7.2,Number of MTPs conducted at Private Facilities,TOTAL,0,0,0,0,0,0,0,0,0,0,0,1,1
,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,26,23,28,45,31,23,16,21,174,144,19,22,572
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,27,30,39,40,26,34,24,22,200,150,26,17,635
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,53,53,67,85,57,57,40,43,374,294,45,39,1207
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,0,0,0,0,0,34,0,0,0,0,644,0,678
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,1,0,0,2,0,0,0,0,0,0,0,0,3
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,0,0,0,0,0,0,0,1,0,0,0,1
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,1
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,2,0,0,2,0,0,0,0,1,0,0,0,5
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,44,0,32,105,181
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,18,32,23,30,18,15,14,18,17,10,15,16,226
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,18,32,23,30,18,15,14,18,61,10,47,121,407
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,0,0,0,19,24,23,13,0,11,9,9,11,119
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,2,16,10,12,3,11,8,2,13,20,93,2,192
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,2,16,10,31,27,34,21,2,24,29,102,13,311
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,2,0,2,1,2,0,0,0,0,0,0,0,7
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,20,0,11,7,8,9,12,12,27,12,14,19,151
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,22,0,13,8,10,9,12,12,27,12,14,19,158
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,19,17,14,22,15,16,17,18,14,16,17,6,191
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,17,28,26,21,13,7,8,7,21,33,7,9,197
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,4,3,0,14,18,18,21,4,9,6,4,6,107
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,10,51,55,34,13,39,28,23,31,31,19,14,348
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,,,,,,,,,,,,,
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,50,99,95,91,59,80,74,52,75,86,47,35,843
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,,,,,,,,,,,,,
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,,,,,,,,,,,,,
,9.06,Number of IUCD removals,TOTAL,21,19,30,36,38,29,24,34,27,318,23,15,614
,9.07,Number of Oral Pills cycles distributed,TOTAL,1238,1497,1440,1663,1529,1509,1739,1686,1987,1583,1687,1571,19129
,9.08,Number of Condom pieces distributed,TOTAL,13197,15375,6932,9909,10952,10900,39722,9508,16805,10310,9794,9447,162851
,9.09,Number of Centchroman (weekly) pills given,TOTAL,38,0,0,0,0,0,1,6,35,30,31,184,325
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,24,21,34,26,10,29,19,22,14,28,31,18,276
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,16,0,16
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,0,0,0,0,0,0,1,1,3,0,10,0,15
,9.11.2.a,Number of failures following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,9.11.2.b,Number of failures following female sterilization,TOTAL,0,0,0,4,0,0,0,0,0,0,0,9,13
,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,2,2,0,0,0,0,0,0,0,0,4
,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,2,3,1,0,0,0,0,0,0,3,9
,9.12,Number of Institutions having NSV trained doctors,TOTAL,30,24,32,28,31,28,30,29,30,30,28,28,-1
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,393,415,440,428,362,368,409,380,350,403,352,361,4661
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,365,388,408,492,467,300,298,182,226,211,239,282,3858
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,376,381,366,421,387,440,366,210,223,245,242,319,3976
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,406,391,324,452,339,389,477,290,301,246,280,337,4232
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,370,415,448,410,354,341,378,369,313,362,280,364,4404
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,360,382,401,488,452,300,283,268,415,344,327,413,4433
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,380,382,372,422,387,441,344,275,334,389,352,412,4490
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,413,397,324,450,334,394,465,313,395,351,381,433,4650
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,191,239,257,246,199,175,194,146,172,185,220,169,2393
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,359,378,402,488,472,282,215,91,94,107,65,84,3037
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,375,375,354,421,383,436,334,133,129,126,95,88,3249
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,407,395,338,454,332,396,453,295,237,178,118,113,3716
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,378,464,407,531,468,455,386,347,1239,392,407,435,5909
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,190,259,237,240,151,207,186,155,284,225,206,253,2593
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,,,,,,,,,,,,,
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,173,212,347,230,232,189,262,160,201,184,235,213,2638
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,166,207,329,225,218,197,243,162,203,198,199,209,2556
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,339,419,676,455,450,386,505,322,404,382,434,422,5194
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,347,390,390,410,344,378,447,365,505,431,358,402,4767
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,333,387,387,418,344,366,444,362,569,435,360,405,4810
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,122,149,117,108,112,83,165,99,213,135,134,117,1554
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,108,118,236,100,106,103,142,98,162,115,100,141,1529
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,106,102,246,101,100,92,127,95,161,106,78,145,1459
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,214,220,482,201,206,195,269,193,323,221,178,286,2988
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,51,51,70,162,72,595,447,358,228,122,93,82,2331
,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,0,0,59,173,111,775,758,463,341,100,97,14,2891
,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,0,0,0,149,147,438,774,649,661,83,125,0,3026
,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,1,11,0,0,0,0,0,0,0,0,12
,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,33,21,22,53,2,1,0,0,0,0,0,0,132
,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,286,304,293,312,282,264,282,239,305,263,249,262,3341
,10.4.2,Number of Immunisation sessions held during the month,TOTAL,266,290,275,294,267,251,280,239,281,253,232,249,3177
,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,119,135,119,144,156,134,150,153,132,140,113,120,1615
,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,425,463,377,487,451,437,389,295,411,347,370,414,4866
,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,1524,1254,208,246,286,365,896,1165,395,202,179,164,6884
,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,2453,968,138,40,71,109,1257,974,439,65,109,39,6662
,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,3,3
,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,0,1,1,1,4,6,1,8,0,0,5,0,27
,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,161,213,185,185,122,126,138,114,165,201,160,83,1853
,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,9,9,86,36,1,6,6,61,10,10,17,0,251
,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,163,123,122,92,81,75,71,148,179,115,115,67,1351
,13.1,Number of Patients operated for cataract,TOTAL,21,63,29,63,47,33,88,96,44,44,56,38,622
,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,19,54,27,62,44,26,86,95,39,40,61,37,590
,13.3,Number of School children detected with Refractive errors,TOTAL,20,10,20,105,1633,2231,174,1262,338,335,34,36,6198
,13.4,Number of children provided free glasses,TOTAL,3,2,5,25,2,102,138,103,224,185,33,4,826
,13.5,Number of eyes collected through eye donation,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,13.6,Number of eyes utilised for corneal transplant,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,6,6,6,6,7,6,7,6,5,6,6,5,-1
,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,21,20,22,21,23,20,20,24,24,23,22,22,-1
,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,164,163,230,185,181,149,162,182,189,181,219,181,-1
,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,6,6,6,6,7,6,6,6,5,6,6,5,-1
,14.05,Number of RKS meetings held during the month,TOTAL,4,7,2,5,8,1,2,3,3,6,10,10,61
,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,28,32,31,32,32,28,29,32,32,32,31,31,-1
,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,724,1008,810,868,918,775,1071,809,655,1043,714,686,10081
,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,6,7,7,7,7,7,7,7,6,7,7,6,-1
,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,1,1,1,1,1,1,1,2,1,1,1,1,-1
,14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,,,,,,,,,,,,,
,14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,,,,,,,,,,,,,
,14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,,,,,,,,,,,,,
,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,556,577,562,706,505,514,644,752,693,645,556,522,7232
,,,2. Adults,1233,1422,1223,1545,1285,1429,1555,1638,1465,1557,1330,1506,17188
,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,463,470,478,512,415,425,488,619,624,546,442,444,5926
,,,2. Adults,1414,1639,1612,1658,1630,1629,1974,1780,1640,1666,1545,1472,19659
,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,1019,1047,1040,1218,920,939,1132,1371,1317,1191,998,966,13158
,,,2. Adults,2647,3061,2835,3203,2915,3058,3529,3418,3105,3223,2875,2978,36847
,14.10.2.a,Number of death cases of Inpatient males,TOTAL,48,53,48,58,55,63,39,57,39,68,58,44,630
,14.10.2.b,Number of death cases of Inpatient females,TOTAL,31,34,18,39,25,28,40,28,26,21,25,17,332
,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,79,87,66,97,80,91,79,85,65,89,83,61,962
,14.11,In-Patient Head Count at midnight,TOTAL,938,1065,4678,1179,1117,1286,1211,1242,989,1038,924,749,16416
,14.12.1,OPD attendance (All),TOTAL,128017,137603,141585,161562,156740,151223,170738,207693,148252,142815,147868,81839,1775935
,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,208,231,1066,269,251,294,293,298,995,307,255,316,4783
,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,,,,,,,,,,,,,
,14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,,,,,,,,,,,,,
,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,242,247,366,416,329,333,347,354,337,414,390,425,4200
,14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,,,,,,,,,,,,,
,14.14.a,Number of patients given AYUSH treatment,TOTAL,3902,4878,3228,3955,5604,6300,5749,6646,4992,7270,7758,4859,65141
,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,729,530,561,597,359,647,457,948,229,509,469,941,6976
,14.14.c,Number of Adolescents counselled,TOTAL,40,30,42,182,167,91,93,33,42,154,57,64,995
,15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,,,,,,,,,,,,,
,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,8342,9435,10469,12023,12353,13488,14889,12794,12989,12110,11895,13481,144268
,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,416,286,357,434,354,413,302,502,394,390,276,351,4475
,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,884,936,420,919,880,837,571,800,709,835,902,1111,9804
,,,2. Number Positive,3,2,38,0,7,1,54,0,54,0,61,9,229
,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,214,205,33,270,242,252,228,253,313,282,360,461,3113
,,,2. Number Positive,1,0,6,1,0,0,0,0,20,0,54,2,84
,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,372,413,282,475,406,412,341,343,296,320,311,269,4240
,,,2. Number Positive,2,1,7,0,6,0,41,0,22,0,15,8,102
,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,1470,1554,735,1664,1528,1501,1140,1396,1318,1437,1573,1841,17157
,,,2. Number Positive,6,3,51,1,13,1,95,0,96,0,130,19,415
,15.2,Number of Widal tests conducted,Number tested,1163,682,840,823,785,797,1400,1062,1572,1117,1050,822,12113
,15.3.a,Number of VDRL tests conducted on males,Number tested,602,549,580,596,546,526,499,519,451,393,416,385,6062
,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,33,39,48,72,50,31,21,18,62,58,32,28,492
,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,396,396,459,479,458,448,429,436,347,350,353,305,4856
,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,1031,984,1087,1147,1054,1005,949,973,860,801,801,718,11410
,15.4.1,Number of blood smears examined for Malaria,TOTAL,1759,2150,2650,2554,2458,3462,4144,4006,4164,2768,2357,1724,34196
,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,25,26,90,70,212,111,96,26,75,51,95,99,976
,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,1,2,4,4,2,11,22,11,6,6,6,12,87
